data,Year-Month,outLat,outLong,count
 Bet,2023-10,32.05095,34.807608,30
 Bet,2023-11,32.05095,34.807608,6
 Bet,2023-12,32.05095,34.807608,8
 Bet,2024-01,32.05095,34.807608,1
 Bet,2024-03,32.05095,34.807608,1
 Bet,2024-12,32.05095,34.807608,2
 Dalet,2023-10,32.0548323,34.8054171,30
 Dalet,2023-11,32.0548323,34.8054171,6
 Dalet,2023-12,32.0548323,34.8054171,8
 Dalet,2024-01,32.0548323,34.8054171,1
 Dalet,2024-03,32.0548323,34.8054171,1
 Dalet,2024-12,32.0548323,34.8054171,2
 Duga,2024-09,32.8547735,35.6469053,2
 Duga,2024-10,32.8547735,35.6469053,1
 Dugit Beach,2024-09,32.8500228,35.6484147,2
 Dugit Beach,2024-10,32.8500228,35.6484147,1
 Ein Harod ,2024-09,32.556806,35.392995,1
 Ein Harod ,2024-10,32.556806,35.392995,2
 El-Mask,2024-04,31.046051,34.851612,1
 El-Mask,2024-10,31.046051,34.851612,3
 El-Mask,2024-11,31.046051,34.851612,1
 Giv'on HaHadasha,2024-10,31.848896,35.159029,4
 Giv'on HaHadasha,2025-01,31.848896,35.159029,1
 Givolim,2023-10,31.397604,34.593821,15
 Givolim,2024-01,31.397604,34.593821,1
 Givolim,2024-10,31.397604,34.593821,2
 Givolim,2025-01,31.397604,34.593821,1
 Hadar and Downtown Lower City,2024-09,32.808252,34.997326,3
 Hadar and Downtown Lower City,2024-10,32.808252,34.997326,20
 Hadar and Downtown Lower City,2024-11,32.808252,34.997326,14
 Halukim Beach,2024-09,32.8167214,35.644915,2
 Halukim Beach,2024-10,32.8167214,35.644915,3
 Heh,2023-10,31.046051,34.851612,30
 Heh,2023-11,31.046051,34.851612,6
 Heh,2023-12,31.046051,34.851612,8
 Heh,2024-01,31.046051,34.851612,1
 Heh,2024-03,31.046051,34.851612,1
 Heh,2024-12,31.046051,34.851612,2
 Ivim,2024-10,31.046051,34.851612,7
 Ivim,2024-11,31.046051,34.851612,2
 Ivim,2024-12,31.046051,34.851612,4
 Ivim,2025-01,31.046051,34.851612,5
 Karmei Gat,2023-10,31.627087,34.765774,9
 Karmei Gat,2024-10,31.627087,34.765774,1
 Lavnun,2024-09,32.8207194,35.644915,2
 Lavnun,2024-10,32.8207194,35.644915,3
 Melilot,2023-10,31.389897,34.595243,15
 Melilot,2024-01,31.389897,34.595243,1
 Melilot,2024-10,31.389897,34.595243,2
 Melilot,2025-01,31.389897,34.595243,1
 Nir Am,2024-10,31.518459,34.580544,7
 Nir Am,2024-11,31.518459,34.580544,2
 Nir Am,2024-12,31.518459,34.580544,4
 Nir Am,2025-01,31.518459,34.580544,5
 Peki'in HaHadasha,2024-09,32.982195,35.323408,3
 Peki'in HaHadasha,2024-10,32.982195,35.323408,15
 Peki'in HaHadasha,2024-11,32.982195,35.323408,6
 Regional Council Gezer,2024-09,31.6980299,34.7084325,3
 Regional Council Gezer,2024-10,31.6980299,34.7084325,2
 Regional Council Gezer,2024-11,31.6980299,34.7084325,1
 Regional Council Gezer,2024-12,31.6980299,34.7084325,6
 Regional Council Gezer,2025-01,31.6980299,34.7084325,1
 Regional Council Hevel Modi'in Industrial Park,2024-09,31.9759381,34.9538384,3
 Regional Council Hevel Modi'in Industrial Park,2024-10,31.9759381,34.9538384,2
 Regional Council Hevel Modi'in Industrial Park,2024-11,31.9759381,34.9538384,1
 Regional Council Hevel Modi'in Industrial Park,2024-12,31.9759381,34.9538384,6
 Regional Council Hevel Modi'in Industrial Park,2025-01,31.9759381,34.9538384,1
 Sapir College,2023-10,31.5090643,34.5944391,24
 Sapir College,2023-11,31.5090643,34.5944391,4
 Sapir College,2023-12,31.5090643,34.5944391,6
 Sapir College,2024-03,31.5090643,34.5944391,1
 Sapir College,2024-04,31.5090643,34.5944391,2
 Sapir College,2024-05,31.5090643,34.5944391,4
 Sapir College,2024-07,31.5090643,34.5944391,1
 Sapir College,2024-10,31.5090643,34.5944391,5
 Sapir College,2024-12,31.5090643,34.5944391,5
 Te*,2023-10,31.046051,34.851612,35
 Te*,2023-11,31.046051,34.851612,9
 Te*,2023-12,31.046051,34.851612,5
 Te*,2024-01,31.046051,34.851612,1
 Te*,2024-03,31.046051,34.851612,1
 Tet,2023-10,32.051976,34.80224,35
 Tet,2023-11,32.051976,34.80224,9
 Tet,2023-12,32.051976,34.80224,5
 Tet,2024-01,32.051976,34.80224,1
 Tet,2024-03,32.051976,34.80224,1
 Tzeelon Beach,2024-09,31.3021154,34.6186733,1
 Tzeelon Beach,2024-10,31.3021154,34.6186733,2
 Vav,2023-10,31.046051,34.851612,23
 Vav,2023-11,31.046051,34.851612,8
 Vav,2023-12,31.046051,34.851612,5
 Vav,2024-01,31.046051,34.851612,1
 Vav,2024-12,31.046051,34.851612,2
 Yod,2023-10,31.046051,34.851612,35
 Yod,2023-11,31.046051,34.851612,9
 Yod,2023-12,31.046051,34.851612,5
 Yod,2024-01,31.046051,34.851612,1
 Yod,2024-03,31.046051,34.851612,1
 Yod Dalet,2023-10,32.0548323,34.8054171,35
 Yod Dalet,2023-11,32.0548323,34.8054171,9
 Yod Dalet,2023-12,32.0548323,34.8054171,5
 Yod Dalet,2024-01,32.0548323,34.8054171,1
 Yod Dalet,2024-03,32.0548323,34.8054171,1
 Yod Gimmel,2023-10,31.046051,34.851612,35
 Yod Gimmel,2023-11,31.046051,34.851612,9
 Yod Gimmel,2023-12,31.046051,34.851612,5
 Yod Gimmel,2024-01,31.046051,34.851612,1
 Yod Gimmel,2024-03,31.046051,34.851612,1
 Zain,2023-10,31.046051,34.851612,23
 Zain,2023-11,31.046051,34.851612,8
 Zain,2023-12,31.046051,34.851612,5
 Zain,2024-01,31.046051,34.851612,1
 Zain,2024-12,31.046051,34.851612,2
 איבים,2023-10,31.533597,34.609697,101
 איבים,2023-11,31.533597,34.609697,21
 איבים,2023-12,31.533597,34.609697,25
 איבים,2024-01,31.533597,34.609697,13
 איבים,2024-02,31.533597,34.609697,2
 איבים,2024-03,31.533597,34.609697,4
 איבים,2024-04,31.533597,34.609697,7
 איבים,2024-05,31.533597,34.609697,12
 איבים,2024-06,31.533597,34.609697,3
 איבים,2024-07,31.533597,34.609697,2
 איבים,2024-08,31.533597,34.609697,2
 ניר עם,2023-10,31.518459,34.580544,101
 ניר עם,2023-11,31.518459,34.580544,21
 ניר עם,2023-12,31.518459,34.580544,25
 ניר עם,2024-01,31.518459,34.580544,13
 ניר עם,2024-02,31.518459,34.580544,2
 ניר עם,2024-03,31.518459,34.580544,4
 ניר עם,2024-04,31.518459,34.580544,7
 ניר עם,2024-05,31.518459,34.580544,12
 ניר עם,2024-06,31.518459,34.580544,3
 ניר עם,2024-07,31.518459,34.580544,2
 ניר עם,2024-08,31.518459,34.580544,2
'ביר הדאג,2024-04,31.02316,34.709138,2
Abirim,2023-10,33.038086,35.286044,2
Abirim,2023-12,33.038086,35.286044,4
Abirim,2024-01,33.038086,35.286044,3
Abirim,2024-02,33.038086,35.286044,1
Abirim,2024-03,33.038086,35.286044,1
Abirim,2024-04,33.038086,35.286044,1
Abirim,2024-05,33.038086,35.286044,2
Abirim,2024-06,33.038086,35.286044,2
Abirim,2024-07,33.038086,35.286044,1
Abirim,2024-08,33.038086,35.286044,1
Abirim,2024-09,33.038086,35.286044,13
Abirim,2024-10,33.038086,35.286044,37
Abirim,2024-11,33.038086,35.286044,18
Abu Ghosh,2024-10,31.806293,35.109193,4
Abu Ghosh,2024-12,31.806293,35.109193,1
Abu Ghosh,2025-01,31.806293,35.109193,1
Abu Qrenat,2023-10,31.103115,34.952003,1
Abu Qrenat,2024-04,31.103115,34.952003,11
Abu Qrenat,2024-10,31.103115,34.952003,6
Abu Snan,2023-10,32.95803,35.171969,1
Abu Snan,2024-02,32.95803,35.171969,1
Abu Snan,2024-05,32.95803,35.171969,1
Abu Snan,2024-06,32.95803,35.171969,1
Abu Snan,2024-07,32.95803,35.171969,1
Abu Snan,2024-09,32.95803,35.171969,7
Abu Snan,2024-10,32.95803,35.171969,14
Abu Snan,2024-11,32.95803,35.171969,15
Abu Talul ,2023-10,31.142612,34.913514,7
Abu Talul ,2023-11,31.142612,34.913514,2
Abu Talul ,2023-12,31.142612,34.913514,2
Abu Talul ,2024-04,31.142612,34.913514,13
Abu Talul ,2024-10,31.142612,34.913514,6
Abu-Nuwar,2024-10,31.046051,34.851612,3
Abu-Nuwar,2025-01,31.046051,34.851612,1
Acco - Industrial Zone,2023-11,32.933052,35.082678,3
Acco - Industrial Zone,2023-12,32.933052,35.082678,1
Acco - Industrial Zone,2024-04,32.933052,35.082678,1
Acco - Industrial Zone,2024-06,32.933052,35.082678,3
Acco - Industrial Zone,2024-07,32.933052,35.082678,1
Acco - Industrial Zone,2024-08,32.933052,35.082678,1
Acco - Industrial Zone,2024-09,32.933052,35.082678,16
Acco - Industrial Zone,2024-10,32.933052,35.082678,51
Acco - Industrial Zone,2024-11,32.933052,35.082678,39
Achiezer,2023-10,31.981671,34.871821,15
Achiezer,2023-11,31.981671,34.871821,6
Achiezer,2023-12,31.981671,34.871821,3
Achiezer,2024-01,31.981671,34.871821,2
Achiezer,2024-09,31.981671,34.871821,3
Achiezer,2024-10,31.981671,34.871821,3
Achiezer,2024-11,31.981671,34.871821,3
Achiezer,2024-12,31.981671,34.871821,7
Achiezer,2025-01,31.981671,34.871821,1
Achihud,2024-09,32.907405,35.171715,8
Achihud,2024-10,32.907405,35.171715,14
Achihud,2024-11,32.907405,35.171715,8
Achita,2024-10,31.046051,34.851612,2
Achva,2023-10,31.742893,34.767848,7
Achva,2024-10,31.742893,34.767848,2
Achva,2024-12,31.742893,34.767848,3
Achziv Miluot Industrial Zone,2024-09,33.068374,35.110211,14
Achziv Miluot Industrial Zone,2024-10,33.068374,35.110211,46
Achziv Miluot Industrial Zone,2024-11,33.068374,35.110211,75
Acre,2023-11,32.933052,35.082678,3
Acre,2023-12,32.933052,35.082678,1
Acre,2024-04,32.933052,35.082678,2
Acre,2024-05,32.933052,35.082678,1
Acre,2024-06,32.933052,35.082678,3
Acre,2024-07,32.933052,35.082678,1
Acre,2024-08,32.933052,35.082678,4
Acre,2024-09,32.933052,35.082678,13
Acre,2024-10,32.933052,35.082678,45
Acre,2024-11,32.933052,35.082678,39
Ad Halom Industrial Zone,2023-10,31.7820648,34.6694006,20
Ad Halom Industrial Zone,2023-11,31.7820648,34.6694006,5
Ad Halom Industrial Zone,2023-12,31.7820648,34.6694006,5
Adanim,2023-10,32.138798,34.909148,6
Adanim,2023-11,32.138798,34.909148,2
Adanim,2023-12,32.138798,34.909148,1
Adanim,2024-10,32.138798,34.909148,4
Adanim,2024-11,32.138798,34.909148,6
Adanim,2024-12,32.138798,34.909148,4
Adanim,2025-01,32.138798,34.909148,1
Adei Ad,2024-10,31.046051,34.851612,2
Aderet,2023-10,31.659715,34.99444,3
Aderet,2024-10,31.659715,34.99444,3
Aderet,2024-11,31.659715,34.99444,1
Aderet,2024-12,31.659715,34.99444,5
Aderet,2025-01,31.659715,34.99444,1
Adi,2023-10,32.782353,35.173412,1
Adi,2024-09,32.782353,35.173412,6
Adi,2024-10,32.782353,35.173412,6
Adi,2024-11,32.782353,35.173412,2
Adora,2024-01,31.046051,34.851612,1
Adora,2024-04,31.046051,34.851612,2
Adora,2024-10,31.046051,34.851612,4
Adora,2024-11,31.046051,34.851612,1
Adora,2024-12,31.046051,34.851612,2
Adorayim,2024-04,31.505093,35.027527,3
Adorayim,2024-10,31.505093,35.027527,5
Adorayim,2024-11,31.505093,35.027527,1
Adorayim,2024-12,31.505093,35.027527,1
Afek,2024-09,32.838316,35.12778,7
Afek,2024-10,32.838316,35.12778,17
Afek,2024-11,32.838316,35.12778,15
"Afek and Lev Ha""aretz Industrial Zone",2023-10,32.106361,34.955341,4
"Afek and Lev Ha""aretz Industrial Zone",2023-11,32.106361,34.955341,2
"Afek and Lev Ha""aretz Industrial Zone",2024-10,32.106361,34.955341,4
"Afek and Lev Ha""aretz Industrial Zone",2024-11,32.106361,34.955341,4
"Afek and Lev Ha""aretz Industrial Zone",2024-12,32.106361,34.955341,3
"Afek and Lev Ha""aretz Industrial Zone",2025-01,32.106361,34.955341,1
Afik,2024-03,32.779428,35.702994,1
Afik,2024-04,32.779428,35.702994,1
Afik,2024-05,32.779428,35.702994,1
Afik,2024-06,32.779428,35.702994,1
Afik,2024-09,32.779428,35.702994,1
Afik,2024-10,32.779428,35.702994,1
Afikim,2023-10,32.680564,35.57773,1
Afikim,2024-10,32.680564,35.57773,3
Afula,2023-10,32.610493,35.287922,1
Afula,2023-12,32.610493,35.287922,1
Afula,2024-09,32.610493,35.287922,7
Afula,2024-10,32.610493,35.287922,2
Agrigada Factory,2024-09,31.046051,34.851612,2
Agrigada Factory,2024-10,31.046051,34.851612,2
Agrigada Factory,2024-12,31.046051,34.851612,6
Agur,2023-10,31.697475,34.912024,2
Agur,2024-10,31.697475,34.912024,2
Agur,2024-11,31.697475,34.912024,1
Agur,2024-12,31.697475,34.912024,7
Ahisemech,2023-10,31.931906,34.908576,3
Ahisemech,2023-11,31.931906,34.908576,3
Ahisemech,2023-12,31.931906,34.908576,3
Ahisemech,2024-01,31.931906,34.908576,2
Ahisemech,2024-09,31.931906,34.908576,3
Ahisemech,2024-10,31.931906,34.908576,2
Ahisemech,2024-11,31.931906,34.908576,1
Ahisemech,2024-12,31.931906,34.908576,8
Ahisemech,2025-01,31.931906,34.908576,1
Ahituv,2024-10,32.387701,34.990826,3
Ahituv,2024-11,32.387701,34.990826,1
Ahuzam,2024-10,31.552682,34.770151,1
Ahuzat Barak,2023-12,32.643101,35.338893,1
Ahuzat Barak,2024-09,32.643101,35.338893,5
Ahuzat Barak,2024-10,32.643101,35.338893,3
Airport City,2024-09,31.9879816,34.914164,3
Airport City,2024-10,31.9879816,34.914164,2
Airport City,2024-11,31.9879816,34.914164,3
Airport City,2024-12,31.9879816,34.914164,8
Airport City,2025-01,31.9879816,34.914164,1
Akko New Cemetery,2024-09,32.933052,35.082678,14
Akko New Cemetery,2024-10,32.933052,35.082678,22
Akko New Cemetery,2024-11,32.933052,35.082678,22
Al Arian,2024-09,32.498076,35.125094,2
Al Arian,2024-10,32.498076,35.125094,3
Al Arian,2024-11,32.498076,35.125094,1
Al Azi,2023-10,31.71886799999999,34.814254,2
Al Azi,2024-08,31.71886799999999,34.814254,1
Al Azi,2024-10,31.71886799999999,34.814254,2
Al Azi,2024-12,31.71886799999999,34.814254,3
Al Khawaled - West,2023-10,32.758894,35.15837399999999,1
Alfei Menashe,2023-10,32.170631,35.014858,2
Alfei Menashe,2024-09,32.170631,35.014858,1
Alfei Menashe,2024-10,32.170631,35.014858,5
Alfei Menashe,2024-11,32.170631,35.014858,3
Alfei Menashe,2024-12,32.170631,35.014858,1
Alkosh,2023-10,33.034294,35.326348,2
Alkosh,2023-12,33.034294,35.326348,2
Alkosh,2024-01,33.034294,35.326348,3
Alkosh,2024-02,33.034294,35.326348,1
Alkosh,2024-03,33.034294,35.326348,3
Alkosh,2024-04,33.034294,35.326348,6
Alkosh,2024-05,33.034294,35.326348,7
Alkosh,2024-06,33.034294,35.326348,7
Alkosh,2024-07,33.034294,35.326348,3
Alkosh,2024-08,33.034294,35.326348,4
Alkosh,2024-09,33.034294,35.326348,10
Alkosh,2024-10,33.034294,35.326348,15
Alkosh,2024-11,33.034294,35.326348,11
Alma,2023-10,33.05186,35.499636,4
Alma,2023-11,33.05186,35.499636,2
Alma,2023-12,33.05186,35.499636,2
Alma,2024-01,33.05186,35.499636,10
Alma,2024-02,33.05186,35.499636,3
Alma,2024-03,33.05186,35.499636,1
Alma,2024-04,33.05186,35.499636,3
Alma,2024-05,33.05186,35.499636,5
Alma,2024-06,33.05186,35.499636,14
Alma,2024-07,33.05186,35.499636,2
Alma,2024-08,33.05186,35.499636,3
Alma,2024-09,33.05186,35.499636,8
Alma,2024-10,33.05186,35.499636,12
Alma,2024-11,33.05186,35.499636,7
Almagor,2023-10,32.912709,35.60231,1
Almagor,2024-01,32.912709,35.60231,1
Almagor,2024-08,32.912709,35.60231,2
Almagor,2024-09,32.912709,35.60231,2
Almagor,2024-10,32.912709,35.60231,2
Almog,2024-10,32.0315,34.86901,3
Almon,2023-10,31.832068,35.296764,1
Almon,2023-12,31.832068,35.296764,1
Almon,2024-07,31.832068,35.296764,2
Almon,2024-09,31.832068,35.296764,2
Almon,2024-10,31.832068,35.296764,3
Alon,2024-09,32.783708,35.171804,1
Alon,2024-10,32.783708,35.171804,2
Alon HaGalil,2023-10,32.756874,35.220294,1
Alon HaGalil,2024-09,32.756874,35.220294,10
Alon HaGalil,2024-10,32.756874,35.220294,7
Alon HaGalil,2024-11,32.756874,35.220294,1
Alon Shvut,2023-10,31.046051,34.851612,2
Alon Shvut,2024-04,31.046051,34.851612,1
Alon Shvut,2024-10,31.046051,34.851612,4
Alon Shvut,2024-12,31.046051,34.851612,2
Alon Shvut,2025-01,31.046051,34.851612,1
Alonei Abba,2023-10,32.730945,35.172028,1
Alonei Abba,2024-09,32.730945,35.172028,9
Alonei Abba,2024-10,32.730945,35.172028,4
Alonei HaBashan,2024-06,33.044087,35.838507,2
Alonei HaBashan,2024-09,33.044087,35.838507,2
Alonei HaBashan,2024-10,33.044087,35.838507,4
Alonei HaBashan,2024-11,33.044087,35.838507,1
Alonei Itzhak,2024-09,32.509997,35.00519999999999,1
Alonei Itzhak,2024-10,32.509997,35.00519999999999,3
Alonei Itzhak,2024-11,32.509997,35.00519999999999,3
Alonim,2023-10,32.721459,35.143399,1
Alonim,2024-09,32.721459,35.143399,10
Alonim,2024-10,32.721459,35.143399,5
Alonim,2024-11,32.721459,35.143399,2
Aluma,2023-10,31.65204099999999,34.742872,5
Aluma,2024-10,31.65204099999999,34.742872,1
Alumim,2023-10,31.453049,34.514711,39
Alumim,2023-11,31.453049,34.514711,7
Alumim,2023-12,31.453049,34.514711,2
Alumim,2024-01,31.453049,34.514711,2
Alumim,2024-02,31.453049,34.514711,1
Alumim,2024-05,31.453049,34.514711,1
Alumim,2024-06,31.453049,34.514711,1
Alumim,2024-09,31.453049,34.514711,1
Alumim,2024-10,31.453049,34.514711,2
Alumot,2023-10,32.706628,35.546088,1
Alumot,2024-09,32.706628,35.546088,1
Alumot,2024-10,32.706628,35.546088,4
Amatz,2024-10,31.046051,34.851612,5
Amatz,2024-11,31.046051,34.851612,2
Amatzia,2024-04,31.531176,34.914463,1
Amatzia,2024-10,31.531176,34.914463,4
Amatzia,2024-11,31.531176,34.914463,1
Amen Settlements,2023-10,31.046051,34.851612,1
Amen Settlements,2023-12,31.046051,34.851612,1
Amen Settlements,2024-09,31.046051,34.851612,2
Amiad,2024-01,32.930354,35.54052100000001,1
Amiad,2024-06,32.930354,35.54052100000001,3
Amiad,2024-08,32.930354,35.54052100000001,3
Amiad,2024-09,32.930354,35.54052100000001,7
Amiad,2024-10,32.930354,35.54052100000001,17
Amiad,2024-11,32.930354,35.54052100000001,3
Amihai,2024-03,31.9352899,34.8566641,2
Amihai,2024-10,31.9352899,34.8566641,2
Amikam,2024-09,32.564626,35.020326,2
Amikam,2024-10,32.564626,35.020326,3
Amikam,2024-11,32.564626,35.020326,3
Aminadav,2023-10,31.75170499999999,35.142428,10
Aminadav,2024-10,31.75170499999999,35.142428,4
Aminadav,2024-12,31.75170499999999,35.142428,2
Aminadav,2025-01,31.75170499999999,35.142428,1
Amir,2023-10,33.17772610000001,35.6198305,1
Amir,2023-11,33.17772610000001,35.6198305,1
Amir,2023-12,33.17772610000001,35.6198305,4
Amir,2024-01,33.17772610000001,35.6198305,2
Amir,2024-02,33.17772610000001,35.6198305,5
Amir,2024-03,33.17772610000001,35.6198305,7
Amir,2024-04,33.17772610000001,35.6198305,3
Amir,2024-05,33.17772610000001,35.6198305,10
Amir,2024-06,33.17772610000001,35.6198305,12
Amir,2024-07,33.17772610000001,35.6198305,6
Amir,2024-08,33.17772610000001,35.6198305,5
Amir,2024-09,33.17772610000001,35.6198305,4
Amir,2024-10,33.17772610000001,35.6198305,5
Amir,2024-11,33.17772610000001,35.6198305,9
Amirim,2023-11,32.937351,35.45036500000001,1
Amirim,2024-01,32.937351,35.45036500000001,1
Amirim,2024-07,32.937351,35.45036500000001,1
Amirim,2024-08,32.937351,35.45036500000001,1
Amirim,2024-09,32.937351,35.45036500000001,4
Amirim,2024-10,32.937351,35.45036500000001,6
Amirim,2024-11,32.937351,35.45036500000001,3
Amka,2024-02,32.977664,35.161807,1
Amka,2024-06,32.977664,35.161807,1
Amka,2024-07,32.977664,35.161807,1
Amka,2024-09,32.977664,35.161807,5
Amka,2024-10,32.977664,35.161807,10
Amka,2024-11,32.977664,35.161807,17
Amnon,2023-10,32.904989,35.571136,1
Amnon,2024-01,32.904989,35.571136,1
Amnon,2024-06,32.904989,35.571136,2
Amnon,2024-08,32.904989,35.571136,2
Amnon,2024-09,32.904989,35.571136,4
Amnon,2024-10,32.904989,35.571136,4
Amnon Beach,2024-09,32.893574,35.593445,1
Amnon Beach,2024-10,32.893574,35.593445,4
Amuka,2023-10,32.997669,35.524801,1
Amuka,2023-11,32.997669,35.524801,3
Amuka,2023-12,32.997669,35.524801,4
Amuka,2024-01,32.997669,35.524801,4
Amuka,2024-02,32.997669,35.524801,2
Amuka,2024-03,32.997669,35.524801,2
Amuka,2024-05,32.997669,35.524801,1
Amuka,2024-06,32.997669,35.524801,8
Amuka,2024-07,32.997669,35.524801,4
Amuka,2024-08,32.997669,35.524801,6
Amuka,2024-09,32.997669,35.524801,19
Amuka,2024-10,32.997669,35.524801,24
Amuka,2024-11,32.997669,35.524801,7
Aniam,2024-07,32.956638,35.739718,1
Aniam,2024-08,32.956638,35.739718,1
Aniam,2024-10,32.956638,35.739718,2
Aniam,2024-11,32.956638,35.739718,2
Ar'ara,2024-09,32.496323,35.097292,2
Ar'ara,2024-10,32.496323,35.097292,5
Ar'ara,2024-11,32.496323,35.097292,1
Ar'ara BaNegev,2023-10,31.1654944,35.0333713,1
Ar'ara BaNegev,2024-04,31.1654944,35.0333713,18
Ar'ara BaNegev,2024-10,31.1654944,35.0333713,6
Ar'ara BaNegev,2024-12,31.1654944,35.0333713,1
Arab al Na'im,2024-09,32.888073,35.290128,4
Arab al Na'im,2024-10,32.888073,35.290128,11
Arab al Na'im,2024-11,32.888073,35.290128,4
Arab al-Aramshe,2023-10,33.088834,35.228839,4
Arab al-Aramshe,2023-11,33.088834,35.228839,9
Arab al-Aramshe,2023-12,33.088834,35.228839,12
Arab al-Aramshe,2024-01,33.088834,35.228839,15
Arab al-Aramshe,2024-02,33.088834,35.228839,9
Arab al-Aramshe,2024-03,33.088834,35.228839,8
Arab al-Aramshe,2024-04,33.088834,35.228839,19
Arab al-Aramshe,2024-05,33.088834,35.228839,15
Arab al-Aramshe,2024-06,33.088834,35.228839,16
Arab al-Aramshe,2024-07,33.088834,35.228839,11
Arab al-Aramshe,2024-08,33.088834,35.228839,15
Arab al-Aramshe,2024-09,33.088834,35.228839,25
Arab al-Aramshe,2024-10,33.088834,35.228839,29
Arab al-Aramshe,2024-11,33.088834,35.228839,20
Arad,2024-04,31.26125469999999,35.2152179,17
Arad,2024-10,31.26125469999999,35.2152179,6
Arad,2024-12,31.26125469999999,35.2152179,2
Arbel,2023-10,32.812247,35.486453,1
Arbel,2024-09,32.812247,35.486453,3
Arbel,2024-10,32.812247,35.486453,6
Arbel,2024-11,32.812247,35.486453,1
Argaman,2024-10,29.5422487,34.9379598,2
Ariel,2023-10,31.7838144,35.1733191,2
Ariel,2024-04,31.7838144,35.1733191,1
Ariel,2024-09,31.7838144,35.1733191,1
Ariel,2024-10,31.7838144,35.1733191,1
Ariel Industrial Park,2024-09,31.046051,34.851612,1
Ariel Industrial Park,2024-10,31.046051,34.851612,2
Arraba,2024-07,32.8530087,35.3361947,1
Arraba,2024-09,32.8530087,35.3361947,2
Arraba,2024-10,32.8530087,35.3361947,6
Arsuf,2023-10,32.212841,34.815977,1
Arsuf,2023-11,32.212841,34.815977,1
Arsuf,2023-12,32.212841,34.815977,1
Arsuf,2024-05,32.212841,34.815977,1
Arsuf,2024-10,32.212841,34.815977,3
Arsuf,2024-11,32.212841,34.815977,3
Arsuf,2024-12,32.212841,34.815977,3
Arugot,2023-10,31.732798,34.77624,6
Arugot,2024-08,31.732798,34.77624,1
Arugot,2024-10,31.732798,34.77624,2
Arugot,2024-12,31.732798,34.77624,2
Asa-El,2024-10,32.1233148,34.8380013,5
Asa-El,2024-12,32.1233148,34.8380013,1
Ashalim,2024-04,30.964245,34.699674,2
Ashalim,2024-10,30.964245,34.699674,5
Ashdod - Alef,2023-10,31.804381,34.655314,30
Ashdod - Alef,2023-11,31.804381,34.655314,6
Ashdod - Alef,2023-12,31.804381,34.655314,8
Ashdod - Alef,2024-01,31.804381,34.655314,1
Ashdod - Alef,2024-03,31.804381,34.655314,1
Ashdod - Alef,2024-12,31.804381,34.655314,2
Ashdod - Gimmel,2023-10,31.804381,34.655314,23
Ashdod - Gimmel,2023-11,31.804381,34.655314,8
Ashdod - Gimmel,2023-12,31.804381,34.655314,5
Ashdod - Gimmel,2024-01,31.804381,34.655314,1
Ashdod - Gimmel,2024-12,31.804381,34.655314,2
Ashdod - Het,2023-10,31.804381,34.655314,35
Ashdod - Het,2023-11,31.804381,34.655314,9
Ashdod - Het,2023-12,31.804381,34.655314,5
Ashdod - Het,2024-01,31.804381,34.655314,1
Ashdod - Het,2024-03,31.804381,34.655314,1
Ashdod - Northern Industrial Zone and port,2023-10,31.804381,34.655314,34
Ashdod - Northern Industrial Zone and port,2023-11,31.804381,34.655314,8
Ashdod - Northern Industrial Zone and port,2023-12,31.804381,34.655314,8
Ashdod - Northern Industrial Zone and port,2024-01,31.804381,34.655314,1
Ashdod - Northern Industrial Zone and port,2024-03,31.804381,34.655314,1
Ashdod - Northern Industrial Zone and port,2024-12,31.804381,34.655314,2
Ashdot Yacov,2024-10,32.65877,35.579637,3
Ashkelon - North,2023-10,31.6687885,34.5742523,91
Ashkelon - North,2023-11,31.6687885,34.5742523,10
Ashkelon - North,2023-12,31.6687885,34.5742523,11
Ashkelon - North,2024-01,31.6687885,34.5742523,1
Ashkelon - North,2024-02,31.6687885,34.5742523,1
Ashkelon - North,2024-04,31.6687885,34.5742523,1
Ashkelon - North,2024-09,31.6687885,34.5742523,1
Ashkelon - North,2024-10,31.6687885,34.5742523,3
Ashkelon - North,2024-12,31.6687885,34.5742523,1
Ashkelon - South,2023-10,31.6687885,34.5742523,131
Ashkelon - South,2023-11,31.6687885,34.5742523,10
Ashkelon - South,2023-12,31.6687885,34.5742523,14
Ashkelon - South,2024-01,31.6687885,34.5742523,3
Ashkelon - South,2024-02,31.6687885,34.5742523,2
Ashkelon - South,2024-04,31.6687885,34.5742523,1
Ashkelon - South,2024-05,31.6687885,34.5742523,4
Ashkelon - South,2024-06,31.6687885,34.5742523,1
Ashkelon - South,2024-07,31.6687885,34.5742523,1
Ashkelon - South,2024-08,31.6687885,34.5742523,1
Ashkelon - South,2024-09,31.6687885,34.5742523,1
Ashkelon - South,2024-10,31.6687885,34.5742523,4
Ashkelon - South,2024-12,31.6687885,34.5742523,3
Ashkelon Northern Industrial Zone,2023-10,31.664701,34.59809000000001,52
Ashkelon Northern Industrial Zone,2023-11,31.664701,34.59809000000001,9
Ashkelon Northern Industrial Zone,2023-12,31.664701,34.59809000000001,4
Ashkelon Northern Industrial Zone,2024-01,31.664701,34.59809000000001,1
Ashkelon Northern Industrial Zone,2024-02,31.664701,34.59809000000001,1
Ashkelon Northern Industrial Zone,2024-10,31.664701,34.59809000000001,2
Ashkelon Southern Industrial Zone,2023-10,31.636089,34.554535,157
